Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-13.932139616230607,112.03421484300408,948.0068223056712,-0.554881245008976,0.2949839260313185,-0.37030994566308545,0.6840773578064404
