Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-84.87020177135444,-434.77206812402426,653.8160447730089,0.7174095640238665,0.6121272542713136,-0.29441999965781007,0.15472752123279032
