Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.22181382495442623,-0.027426137066423564,0.7875920394063485,2.692662477406176e-05,0.7249023209160862,-0.00024113403858783787,0.688851628625355
