Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-2.9376259007816197,95.3983468651645,948.15393783934,-0.5548238233187371,0.2949732386045177,-0.3702700416768107,0.6841501369011002
