Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.24327400605482385,0.16535615330350453,0.7849998206953209,0.018295247896249894,0.724659548421686,-0.018351192155202773,0.688619674807637
