Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-29.13479588614057,136.28125700983838,943.6402129768207,-0.5854278890658454,0.3114761207902219,-0.35651794895116906,0.658142663073163
