Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
89.07141327146007,-7.072003864616485,961.0140657548985,-0.4585456207249216,0.49008282665429853,-0.5398885686382827,0.508010895735746
