Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
38.40109117745925,32.95446663515602,948.6859555031035,-0.5547605317655241,0.2950505612266146,-0.37015825097532573,0.6842286079593429
