Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
323.5508145085024,71.7524256138227,614.7404937899543,-0.0072167329858503606,0.7815941531785713,0.06152574425797308,0.6207036984548946
