Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.17650353304451855,-0.06694530134560026,0.8284665453727447,-0.1360101331247775,0.7090377350752637,0.0963842896165909,0.6851837728973342
