Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.15868745262646602,0.05874126292525433,0.8250090706550036,-0.04496803288408412,0.6869993766468577,0.004652393810842359,0.7252503621075927
