Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.1312900828648719,0.09694954495765438,0.7281158309264296,0.0037295369257956622,0.5391340888996811,-0.062076461142809285,0.8399208520525104
