Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-21.552320674925014,123.5354773851639,947.8917466187568,-0.5548960247533201,0.29496622921038723,-0.37033852902657644,0.684057526277432
