Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.1313209675143956,0.07693930489831559,0.7280591740254635,0.004090141520742831,0.5394019441185736,-0.0621557801716773,0.8397413127950144
