Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.038307286793876544,0.2184325258412225,0.9476306608349166,-0.6138523563024892,-0.1471232402985064,0.13356303545693604,0.7640032410830985
