Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
473.50134814785093,-17.835234426105476,460.0756266673878,-0.007301944444930864,0.7820048742556623,0.06151184491495348,0.6201865454706895
