Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.2680726766404192,0.10936247589445017,0.78520780208216,0.0001341801456163633,0.7246417627968361,-0.0006731277288837082,0.689125420011077
