Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
-36.55763656408088,144.89780742782398,943.3890634224416,-0.6244823850300295,0.22884117453283687,-0.2825443517837989,0.6912468133023909
