Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.2433405056092106,0.21538733742491672,0.7850615746775134,0.01817618550241424,0.7247005673215179,-0.019026277762366015,0.6885613369620467
